1.254372 0.041546  
 0.197877 0.144472  
 0.398767 0.281305  
 1.852212 0.082935  
 1.947361 0.155508  
 1.660401 0.419791  
 1.888996 0.683592  
 0.272257 0.240246  
 0.572482 0.154444  
 1.594074 0.304775  
 0.131653 0.594330  
 1.967170 0.646968  
 1.754220 0.355132  
 0.475450 0.191929  
 0.000963 0.903279  
 0.225208 0.216173  
 0.140336 0.035415  
 1.698353 0.094173  
 0.029612 0.921345  
 1.621637 0.329138  
 1.278518 0.042991  
 0.051752 0.724064  
 0.693210 0.049656  
 1.848562 0.290465  
 0.037466 0.033827  
 1.576572 0.033989  
 0.075488 0.733319  
 0.213915 0.251631  
 1.958309 0.530751  
 0.242768 0.132719  
 0.254187 0.273095  
 0.075676 0.510849  
 0.183298 0.176934  
 1.885243 0.296340  
 1.152170 0.019160  
 0.157351 0.429882  
 0.044857 0.250519  
 0.499981 0.016168  
 0.110726 0.158989  
 1.743443 0.447093  
 1.900147 0.794680  
 1.858031 0.447706  
 0.239632 0.475244  
 0.413064 0.261013  
 0.264460 0.317824  
 1.756622 0.347247  
 0.682042 0.014146  
 1.737759 0.279605  
 0.715606 0.023785  
 0.398325 0.106066  
 0.292059 0.431021  
 0.441574 0.288656  
 1.788659 0.105837  
 1.482980 0.137101  
 1.694144 0.156091  
 0.085088 0.262458  
 1.726625 0.367216  
 0.070851 0.336576  
 0.210753 0.342652  
 1.706341 0.108960  
 0.481076 0.143072  
 0.398588 0.242480  
 1.945610 0.202026  
 1.556491 0.158772  
 1.885324 0.681713  
 1.804018 0.009078  
 0.208534 0.322545  
 0.274766 0.511068  
 0.463883 0.228210  
 1.741661 0.497057  
 0.024828 0.546876  
 0.457070 0.245642  
 1.839122 0.246259  
 1.921293 0.051575  
 1.512683 0.179764  
 1.827258 0.569438  
 0.187249 0.198585  
 1.851790 0.176656  
 0.645897 0.022001  
 1.920342 0.615672  
 1.568634 0.111296  
 0.387103 0.185467  
 0.594821 0.043938  
 1.754809 0.448602  
 1.968469 0.637623  
 0.395034 0.005760  
 1.317694 0.069668  
 0.283938 0.152376  
 0.176657 0.436267  
 0.206965 0.025757  
 1.760791 0.108697  
 1.957217 0.884077  
 0.108287 0.790413  
 1.497047 0.020592  
 0.107942 0.037477  
 1.719179 0.124167  
 0.484832 0.170575  
 0.071193 0.076698  
 0.444983 0.063006  
 1.634299 0.039537  
 0.124794 0.247259  
 0.222642 0.439644  
 0.266583 0.427056  
 1.980045 0.657382  
 0.269568 0.014192  
 1.887427 0.577721  
 0.681812 0.021157  
 0.051163 0.306202  
 0.081637 0.385960  
 1.957679 0.663969  
 1.514820 0.197943  
 0.059756 0.146881  
 0.166915 0.392337  
 1.693483 0.378925  
 0.063193 0.275513  
 1.638741 0.091491  
 0.255530 0.436581  
 0.505600 0.013987  
 0.559958 0.130735  
 0.382771 0.326091  
 1.698811 0.220981  
 1.798468 0.290979  
 0.238491 0.384796  
 1.568693 0.210084  
 1.867017 0.005690  
 1.736096 0.442800  
 0.008316 0.649242  
 0.042143 0.841115  
 0.334722 0.432946  
 1.955244 0.453664  
 1.438996 0.112348  
 1.757318 0.317365  
 1.696763 0.181964  
 1.164937 0.003316  
 1.999477 0.018946  
 1.181063 0.027659  
 1.786749 0.475451  
 1.712902 0.364295  
 1.533360 0.012216  
 1.941623 0.229556  
 0.064736 0.579213  
 1.965351 0.001765  
 0.101334 0.628968  
 1.960021 0.176743  
 0.045559 0.296035  
 1.743941 0.431492  
 1.830563 0.117639  
 1.935248 0.158354  
 0.022912 0.894531  
 0.086377 0.466320  
 0.454637 0.019467  
 1.887646 0.292694  
 0.400373 0.233977  
 1.648272 0.237283  
 1.460328 0.175718  
 1.453353 0.061394  
 1.921965 0.505326  
 1.597284 0.085900  
